"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"Observation","Observation","","","",1,1,"","","","null {[]} {[]}
"Observation.value","Observation.value","","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ANY {[]} {[]}
http://hl7.org/cda/stds/core/StructureDefinition/BL {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/ED {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/ST {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CV {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/CO {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/SC {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/TEL {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/AD {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/EN {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/INT {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/REAL {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/PQ {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/MO {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/IVL-PQ {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/IVL-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/PIVL-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/EIVL-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/SXPR-TS {[]} {[]}http://hl7.org/cda/stds/core/StructureDefinition/RTO-PQ-PQ {[]} {[]}","L'élément <value> sera utilisé pour indiquer qu'il n'y a pas d'allergie/hypersensibilité ou que l'on ne sait pas à partir du jdv-absent-or-unknown-allergy-cisis (1.2.250.1.213.1.1.5.661). 
 - Type : CD","","","","","","","","","","",,,,,"",,,,"Observation.value",0,*,"",""
"Observation.interpretationCode","Observation.interpretationCode","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDAObservationInterpretation","",,,,"Observation.interpretationCode",0,*,"",""
"Observation.methodCode","Observation.methodCode","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"example","","http://terminology.hl7.org/ValueSet/v3-ObservationMethod","",,,,"Observation.methodCode",0,*,"",""
"Observation.targetSiteCode","Observation.targetSiteCode","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CD {[]} {[]}
","","Drawn from concept domain ActSite","","","","","","","","","",,,,,"",,,,"Observation.targetSiteCode",0,*,"",""
"Observation.subject","Observation.subject","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Subject {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.subject",0,1,"",""
"Observation.specimen","Observation.specimen","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Specimen {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.specimen",0,*,"",""
"Observation.performer","Observation.performer","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Performer2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.performer",0,*,"",""
"Observation.author","Observation.author","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Author {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.author",0,*,"",""
"Observation.informant","Observation.informant","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Informant {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.informant",0,*,"",""
"Observation.participant","Observation.participant","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Participant2 {[]} {[]}
","Agent responsable","","","","","","","","","","",,,,,"",,,,"Observation.participant",0,*,"",""
"Observation.entryRelationship","Observation.entryRelationship","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","","","","","","","","","","","",,,,,"","value:$this}
","",,"open","Observation.entryRelationship",0,*,"",""
"Observation.entryRelationship:probleme","Observation.entryRelationship","probleme","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","Réaction observée","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship",0,*,"",""
"Observation.entryRelationship:statutClinique","Observation.entryRelationship","statutClinique","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","Statut clinique","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship",0,*,"",""
"Observation.entryRelationship:criticite","Observation.entryRelationship","criticite","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","Criticité","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship",0,*,"",""
"Observation.entryRelationship:certitude","Observation.entryRelationship","certitude","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","Certitude","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship",0,*,"",""
"Observation.reference","Observation.reference","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Reference {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference",0,*,"",""
"Observation.precondition","Observation.precondition","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Precondition {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.precondition",0,*,"",""
"Observation.sdtcPrecondition2","Observation.sdtcPrecondition2","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Precondition2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.sdtcPrecondition2",0,*,"",""
"Observation.referenceRange","Observation.referenceRange","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/InfrastructureRoot {[]} {[]}
","","Relates an Observation to the ObservationRange class, where the expected range of values for a particular observation can be specified.","","","","","","","","","",,,,,"",,,,"Observation.referenceRange",0,*,"",""
"Observation.referenceRange.nullFlavor","Observation.referenceRange.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Observation.referenceRange.realmCode","Observation.referenceRange.realmCode","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.realmCode",0,*,"",""
"Observation.referenceRange.typeId","Observation.referenceRange.typeId","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.typeId",0,1,"",""
"Observation.referenceRange.typeId.nullFlavor","Observation.referenceRange.typeId.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDANullFlavor","",,,,"ANY.nullFlavor",0,1,"",""
"Observation.referenceRange.typeId.assigningAuthorityName","Observation.referenceRange.typeId.assigningAuthorityName","","","Assigning Authority Name",0,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A human readable name or mnemonic for the assigning authority. The Assigning Authority Name has no computational value. The purpose of a Assigning Authority Name is to assist an unaided human interpreter of an II value to interpret the authority. Note: no automated processing must depend on the assigning authority name to be present in any form.","","","","","","","","","",,,,,"",,,,"II.assigningAuthorityName",0,1,"",""
"Observation.referenceRange.typeId.displayable","Observation.referenceRange.typeId.displayable","","","Displayable",0,1,"","","","boolean {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/bl-simple]]} {[]}
","","Specifies if the identifier is intended for human display and data entry (displayable = true) as opposed to pure machine interoperation (displayable = false).","","","","","","","","","",,,,,"",,,,"II.displayable",0,1,"",""
"Observation.referenceRange.typeId.root","Observation.referenceRange.typeId.root","","","Root",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/oid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/uuid], CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/ruid]]} {[]}
","","Identifies the type as an HL7 Registered model","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""2.16.840.1.113883.1.3""/>","","","","",,,,,"",,,,"II.root",0,1,"",""
"Observation.referenceRange.typeId.extension","Observation.referenceRange.typeId.extension","","","Extension",1,1,"","","","string {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/st-simple]]} {[]}
","","A character string as a unique identifier within the scope of the identifier root.","","","","","","","","","",,,,,"",,,,"II.extension",0,1,"",""
"Observation.referenceRange.templateId","Observation.referenceRange.templateId","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"InfrastructureRoot.templateId",0,*,"",""
"Observation.referenceRange.typeCode","Observation.referenceRange.typeCode","","","",0,1,"","","","code {[CanonicalType[http://hl7.org/cda/stds/core/StructureDefinition/cs-simple]]} {[]}
","","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""REFV""/>","","","","",,"required","","http://hl7.org/cda/stds/core/ValueSet/CDAActRelationshipType","",,,,"Observation.referenceRange.typeCode",0,1,"",""
"Observation.referenceRange.observationRange","Observation.referenceRange.observationRange","","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/ObservationRange {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.referenceRange.observationRange",1,1,"",""
"Observation.sdtcInFulfillmentOf1","Observation.sdtcInFulfillmentOf1","","","",0,0,"","","","http://hl7.org/cda/stds/core/StructureDefinition/InFulfillmentOf1 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.sdtcInFulfillmentOf1",0,*,"",""
